id,pagina,estrofes,titulo,ano,tecnica,local,dimensoes,colecao
poema_0149,147,"  E apanhei café. Montei a cavalo em pelo / Sempre buscando, buscando. / Seria o Farol no meio do mar? / Olhando a lua distingo uns cabelos de ouro / Quem será a namorada dos mais pobres do mundo? / Os desprezados? Amando / Sozinhos. Haverá / Alguém sabendo o que procura? / A lua não é mais donzela / Amada pelos namorados, São Jorge / Retirou-se para / Outros mundos. Mesmo violentada / Continuará distribuindo poesia — / Alumiando as estradas para os / Viajantes. O sol permanece / Fornecendo-lhe luz... / Acontecimentos do Sputnik teriam / Modificado o céu? E nós seremos / Os mesmos? Ao próximo foguete / Pedirei notícias de meus amigos mortos / Se a coragem estivesse dentro / De mim viajaria para lá / Os meus dedos espantam / Qualquer intrepidez / Prisioneiro do silêncio e parado / Espio as sombras se arrastarem / Homens rudes e outros frágeis / Carregando nos ombros o volume / Pesado desse mundo. Da grande fila / 147      ",,,,,,
poema_087,148,"  Não se vê o começo e nem o fim / Imploro uma brecha – Ninguém / Me dá atenção, teriam ensurdecido? / Ou talvez não tenham olhos. / Cada um joga no futuro, mesmo / No fim. A miragem não vive / Só no deserto. Todas as criaturas / Têm reservatórios. / A loucura não está com elas / São enfermos da tristeza sem / Suspeitarem. Do lado de fora / Tenho a alvorada e o verão / Fazendo-me companhia / Não consigo sair do lugar / As areias do mar contam-me / Histórias dos navegantes e o / Silêncio das águas. / Andei pelas estradas sem / Fim pisei nos pedregulhos / Estive no buracão vendo o / Moinho de fubá, as águas / Aflitas eram estranguladas / Sob a roda de mover / Passavam e nunca mais voltavam / Para onde iriam e onde estarão? / Sabemos tão pouco, nem de suas / Idades suspeitamos, quais serão as / Suas transformações? Pouca água / Há ali e é distribuída entre os / Córregos. As nuvens de chuva as / Deixavam correndo correndo / Sempre. O vento passava sem lhes / Dar atenção. Os seixos pouco avançavam como paralíticos. / Às vezes rasgando um pedaço de papel, assustado / detenho-me e indago: ele sentirá dor?… / Onde estão as flores? Deste-me / Uma braçada, mas não as encontro. / Feridas estão as minhas mãos pelos / Espinhos — mas onde estão as / flores? Meus dedos sangram / Não quero mais nada de ti / Vives me machucando… / Separada. Não / Suspeitas haver um mundo lutando? / E flores do campo. Não te / aproximes delas — sofreriam / com teu olhar… / Não as toque nunca. / 149",Vaso de flores,1942,Pintura a óleo/tela,"Rio de Janeiro, RJ",73 × 60 cm,Coleção particular
poema_0151,149,"  Córregos. As nuvens de chuva as / Deixavam correndo correndo / Sempre. O vento passava sem lhes / Dar atenção. Os seixos pouco avançavam como paralíticos. / Às vezes rasgando um pedaço de papel, assustado / detenho-me e indago: ele sentirá dor?… / Onde estão as flores? Deste-me / Uma braçada, mas não as encontro. / Feridas estão as minhas mãos pelos / Espinhos — mas onde estão as / flores? Meus dedos sangram / Não quero mais nada de ti / Vives me machucando… / Separada. Não / Suspeitas haver um mundo lutando? / E flores do campo. Não te / aproximes delas — sofreriam / com teu olhar… / Não as toque nunca. / 149      ",,,,,,
poema_0152,150,"  Acossado e perseguido pelas longas sombras / Projetadas sobre mim / Como em noite escura, as luzes redondas / Dos holofotes extensos e sem fim / As sombras vindas de todos os lados / Cercavam-me às vezes / A ânsia de fugir vendo homens apressados / Estendia para cima meus braços de luzes / O silêncio acompanhava o escuro / O fogo e a brisa ondulavam / Ao meu redor machucavam-me duro / E com seus movimentos metralhavam / Pouca oportunidade de fugir: em vertical, com medo / Imenso que me entupia; enxergava / Já não podia multiplicar-se o desejo / Fechei dentro de mim o que transbordava.",A barca,1941,Pintura a óleo/tela,"Rio de Janeiro, RJ",200 × 200 cm,Coleção Museus Castro
poema_089,151,"  Semearei água / Não vês aí em nossa frente as águas se / Balançando? De onde teriam vindo, cruzando / Os ventos? Ora banhando praias distantes / Ou dando em lugares desertos. Vês este é / O rio Negro aquele outro ao sul é o Pardo. / Todos se encaminharam para o mar… Antes / Banhavam as terras magras. / Leva-me, te mostrarei as árvores / E os vaga-lumes nas noites escuras. Poderemos / Amar a erva e o céu. Sem receios / E sem cansaço. Serás sempre bela o tempo / Nada fará. Talvez me faças ver mais adiante / E não serei triste. Semearei água nas terras / Secas. Os doidos só veem o essencial. / Nossa casa será em qualquer parte / Usaremos o céu para nos cobrir. / 151      ",A barca,1941,Pintura a óleo/tela,"Rio de Janeiro, RJ",200 × 200 cm,Coleção Museus Castro
poema_090,153,"  Cães sarnentos e esqueléticos / De olhar doce e humano / Fugiam sempre. Eram enxotados / A todo instante. Só as crianças / Tratavam-nos bem. Olhos remelentos e / Comoventes pobres pobres e sem / Dono. Não se metiam em brigas / Farejavam os meninos amigos / Até na igreja eram escorchados / Mas a lua iluminava ao rei e / A eles. A brisa soprando não / Discriminava. A água matava / A sede do homem, da ave e do cão / A terra alimentava a todos / O eco longínquo era ouvido por eles / Também. Serão alguns Santos em penitência? /",Menina com cachorro,1940,Desenho a óleo e,"Rio de Janeiro, RJ","62,5 × 50,5 cm",Coleção particular
poema_0156,154,"  Se pudesse fugir de mim / Afundar-me em escuridão / Das matas fechadas e repousar sem fim / Por mais ligeiro na corrida acompanha-me a / assombração / Na estrada paro e me escondo / Onde ninguém vai; a sombra impede / Ligeiro apresso-me, num tempo em que o / vento / Leva e não se percebe / Por mais coisas que faça e me transmude / A minha mão se aperta / E sem saber o que fazer / O eu que não sou, nada há que o satisfaça / Cansado de querer o que não desejo / Peço somente sono e repouso / Despejo-me no rio surdo de águas claras e vejo / O silêncio fazendo barulho e dormir não ouso / Vejo e falo a muita gente / Meu pensamento solitário / Está trancado dentro de mim / Mágoa e solidão me acompanham / Não enxergo as pedras e nem as / Raízes. À noite passam / Navios iluminados indo e / Vindo. Entre os viajantes / 154                                                                       ",,,,,,
poema_0157,155,  Haverá algum santo? / Não há flores e nem árvores e / faltam os que sonham em / Conhecer outras terras… / Os pássaros não viajam ali / Mas vão pelo espaço sem / Cais e sem porto / Os sanfoneiros vão a cavalo / Onde os noivos os esperam. A sanfona / Alegra os namorados. / 155      ,,,,,,
poema_0158,156,  Nada tenho para dar / Nem mesmo o tempo / É limitado e é consumido / Com o trabalho / Poucos são aqueles a quem falo / E muitos me procuram / por nada. Se tivesse / Continuado a soltar papagaio / Seria livre como as andorinhas / Não entenderia os homens / Teria pena deles e de mim / Saberia a vida do vento / E a época dos vaga-lumes / Com as suas lanterninhas. / Saberia as idades / Das nuvens e os dias de arco-íris.,Homem chorando,1947,Desenho a crayon/papel,Montevidéu,"35 × 24,5 cm",Coleção particular
poema_094,157,  Viajante solitário / A amada é figura existente? / Facilitei como se faz na infância / Para mostrar coragem… Caminhei / Pelos montes e nas florestas virgens / Respirei fundo a brisa da aurora / Olhei as pedras e as palmeiras / O tatu e a seriema. Continuamos / Até a fazenda da fartura e sempre / De mãos dadas atravessamos os / Espaços indo parar em Canaã / Gritei por Jesus!… / Quis comentar e estava só. / 157,Homem chorando,1947,Desenho a crayon/papel,Montevidéu,"35 × 24,5 cm",Coleção particular
poema_0160,158,  Largado pelos furacões / E pelas chuvas de pedra / Estou na / Estrada. Os espinhos fogem. / As noites mal-assombradas / Vivem em mim. Meu sangue / Caminha lento e lento… / Piso a terra misturada e já / Não vejo as nuvens nem o arco-íris / O nada sumiu. Nem me / Mordem as formigas. / Será ainda o mar aí em frente? / A erva escapole vendo-me / Nem a tristeza nem a desgraça / Como companheiras / Onde foram os escuros?,Mula sem cabeça,1957,Desenho a grafite/papel,"Brodowski, SP",34 × 46 cm,Coleção particular
poema_096,159,  Mulas sem cabeça povoando / O mundo. Enchendo-o / E o espaço continua vazio… / Renegados como leprosos / Vagamos: / Perdidos pelas estradas… / O escuro permanente… / No céu não haverá piedade? / A desgraça cai como uma pedra / dura… / 159,Mula sem cabeça,1957,Desenho a grafite/papel,"Brodowski, SP",34 × 46 cm,Coleção particular
poema_097,161,"  Não me quiseram, enjeitaram / Minhas palavras… / Serei um dos meus espantalhos? / Afugento os caminhantes? / Não, eles se afugentam. Não / Entendem a lua / Não sabem da poesia / Só não estou, mesmo não estando / Comigo. Converso com o vento e a / Tempestade. / De noite ou dia — verei as sombras / E dormirei em paz. Tenho uma / Camisa. Meu leito é embaixo das / Árvores. Tranquilo ouço o rumorejar / Das folhas secas… / ",Espantalho na tempestade,1944-1959,Pintura a guache e grafite/papel,"Rio de Janeiro, RJ","28,5 × 42,5 cm",Coleção particular
poema_098,163,"  Não serei nuvem e nem concha do mar / Ganhei o que havia de melhor / Viajei muito por terra e pelas águas / Fui dos escolhidos olhava o céu / Como dono de todas as estrelas / Habituei-me com os animais / Seus olhares mansos / Parecia nos entendermos / Contava-lhes as histórias aprendidas / Com Dona Iria. Tive muitos cavalos / Amarelos e alguns zebus azuis, meus / Cabritinhos brancos nunca mais os verei /",Menino com carneiro,1954,Pintura a óleo/tela,"Rio de Janeiro, RJ",50 × 61 cm,Coleção particular
poema_0166,164,  Agora acordado vejo: Levaram-me / Tudo. Por que no fim? / Sou mourão de cerca / Morto parecendo vivo por estar ligado / aos outros. / Como foi possível sobreviver / A tantas lutas… O desânimo / Dá impressão de serenidade. / Atravesso a / dura vida / Desmontam-me e assisto / Sem nada fazer. / O mar verde e o vento ligeiro / Pensarão? Meus olhos não / pousam em parte alguma. / Esvoaço como pássaro ferido / Desde a infância sou perseguido / e sempre escapuli. / Agora trago-as dentro de mim / Desânimo — a libertação / Seria com a morte / Como é difícil morrer… / 164                                                                       ,,,,,,
poema_0167,165,  Mar opaco de cor / fria e escura semelhante / ao pantanal / Navegamos sobre troncos petrificados? / Ao contato do navio / Revolta-se agita-se e espalha / sua espuma raivosa como um cão louco / Triste mar / terminou e não tem aonde ir. Às vezes / parece sufocado. Nem as chuvas / querem / sua água morta. Pobre mar… / 165      ,,,,,,
poema_101,167,"  Chafarizes de fogo incendiavam o / Espaço. As águas espavoridas fugiam / O céu todo salpicado de rosa / Chora. Será dia, noite ou morte? / O frio corre atrás de mim / Não sei por que se apressa / Já estou todo gelado… / Os cumprimentos corteses tão / Alegres escapuliram. Quem / Saberá para aonde foram? / Minha vida minha vida vai correndo / Correndo tanto, nem mais posso / Acompanhá-la. Naquele tempo, / Mais longe ainda, olhava o céu / Estrelado. Pedia a Deus para morrer / Seria anjo: sete anos. Tudo / Corre sem tempo de ver… / Amei a primeira que passava / Não vivi. Baixarei à sepultura / Solitário. Nada ficará… Não saberei / Dos amigos e nem da família. / A morte será colorida? / Qual a cor do outro lado?",Espantalhos,1940,Pintura a óleo/tela,"Rio de Janeiro, RJ",81 × 100 cm,Coleção Gilberto Chateaubriand - Museu de Arte Moderna do Rio de Janeiro - RJ
poema_0170,168,"  Quando ainda a força estava / Em mim, quando suave como / Um pedreiro sobre andaimes / Enchendo os muros do que não via e via / Espantalho espantava as angústias, / A maldição e o silêncio. Agora / Empoeirado e só / Têm-me prisioneiro. / A esperança escapuliu / E a morte de propósito espia-me / Rindo deixando o tempo escorrer / Como um córrego sem fim… / Paris, out., 1961 / 168                                                                       ",,,,,,
poema_0171,169,"  Pedindo amor e já te / Amava desde os antigos ventos / Deixas-me no chão duro? / Um para o outro. / Só nos vimos hoje. Unidos / Desde o nascimento das pedras / Fui poeira de gelo / Aquece-me. Só há frio junto de mim… / Caminhemos para Israel as / Estradas são brancas até Jerusalém… / Verás como é macia a luz, lugar do saber e do / Bem. Vem hoje, vem agora neste / Instante. Ligeiro chegaremos / Na asa da brisa. Lá não existe a / Morte. O tempo não se move… / Paris, out., 1961 / 169       ",,,,,,
poema_0172,170,"  Estarei caminhando ou parado? / Passam sob meus pés as águas / Salgadas e geladas. Ferem-nos os espinhos duros / E as areias ásperas. / Por que não caminho? Úmido e / Escalavrado — gosto de terra dentro de mim. / Apagado e destruído. / Minhas esperanças voltaram apodrecidas / O sol se escondeu. / Paris, out., 1961 / 170                                                                       ",,,,,,
poema_0173,171,"  Loucos os homens cospem lama / Sobre as flores e as criancinhas. / Quando começaram? Sem cílios / E as retinas mortas continuam / As espadas de água e as terras / Fendidas escorrendo-nos dentro. / Vozes feias e malditas / Perseguindo-nos. E as luzes e as folhas? / Eles não caem não se levantam / Não vão e não vêm. Não são / Pesadelos? Dementes espaventados fogem… / Paris, 21 out., 1961 / 171      ",,,,,,
poema_0174,172,"  As pedras bicudas no / Espaço são invisíveis / O cheiro da terra encobre a / Luz do dia. / Meus cílios caíram, no / Chão duro, fazendo ruído e / Espantando as águas. Estaremos / Andando mesmo? / Eram claras e luminosas as / Noites. Por que tanta treva / Nesses dias de sol? / A morte deve ser bela. / Existirá? Galopando, a / Mentira quer enganar. / O sono eterno virá e / Será a Glória… / De Nancy a Paris, 1º nov., 1961 / 172                                                                       ",,,,,,
poema_107,177,"  Grünewald / Morto mas ainda / Caminhando quis te / Ver. Não importa / Se fecharam a entrada / Não quiseram que te visse / Maus ventos sopraram / Vi-te do buraco da luz / Vi-te na asa do sol / Vi-te no espaço como uma / Asa. Vi-te brincando com / As crianças / Vi o circo ao teu redor… / Senti aqueles mesmos ventos / Dos subterrâneos que penetraste. / Senti-os sob os meus pés: / Povoados de assombrações. / Querem escapulir da sombra / No dia de lua nova te / Levei a poeira vermelha do / Meu povoado, era só o que tinha… / Colmar, 1º nov., 1961",Cabeça de Jesus,1941,Pintura a óleo/tela,"Brodowski, SP",54 × 45 cm,Coleção particular
poema_108,179,"  Grünewald / Tanto te conheço / Tanto te vi e não / Te vi. Viajei mares / Enfrentei tempestades / Calor e frio. A maldição / Está comigo. Conheces-a / Breve estarei contigo / Já não há espaço / O fogo, as espadas de / Aço, a loucura e o lodo / Cobrem as flores. / As vozes da brisa sumiram / O bem é teu, permanecerá. / Malditos eles donos do mal / Não existirão / Ah, mesmo cego, olharei teus olhos… / Colmar, 1º nov., 1961 / ",Retábulo,1952,Pintura a guache/cartolina,"Brodowski, SP",50 x 45 cm,Coleção desconhecida
poema_109,182,"  Emily Dickinson / Emily Emily, ficaste na velha casa / Reclusa até a luz de tua vida se extinguir docemente / American history escureceu, um raio faiscou vermelho como brasa / As crianças se assustaram e se foram tristemente / Pressentiram o acontecimento / Apagara-se o lume com a tempestade fremente / Coriscos clarões raios e ventania sumiram num momento / As crianças no funeral, com braçadas de flores, iam na frente / Não brincaram mais naquele dia / Se falasse às crianças elas sentiriam / A beleza de tua poesia os homens senhores da economia / Se assustariam e raivosos do seu convívio te baniriam / Já tinhas deixado aquele convívio desde que os conheceste / Não supunham quem eras aqui na terra / Não entenderiam teu mundo que vai além do celeste / Ao primeiro contato com eles, esvoaçou tua alma delicada e etérea / Bem no alto brilha a tua poesia como um sol que faz viver / Não te importes por não teres conhecido mais terras / Mil vezes a solidão e o silêncio para conviver / Do que os que estavam ao teu redor sem saberem quem eras / Com o cortejo dos anjos te acompanhando / Vão as flores de teus versos nos redimindo: / O azul refletindo nos anjos e as espadas de fogo iluminando / A longa estrada celeste onde só o sofredor é bem-vindo  / Os raios, o céu encoberto, as tempestades e a trovoada / Homenageando te fazendo feriado. Lá estarão o sol e a lua / E o arco-íris enchendo o firmamento com o brilho de sua grande arcada / O vento soprando teus poemas. E a noite silenciosa será sempre tua / Emily Emily / Paris, set. 1958. / 183",Retrato de Emily Dickinson,1958,Desenho a caneta-tinteiro/papel,Paris,"15 × 11,5 cm",Coleção particular
poema_0185,183,"  Os raios, o céu encoberto, as tempestades e a trovoada / Homenageando te fazendo feriado. Lá estarão o sol e a lua / E o arco-íris enchendo o firmamento com o brilho de sua grande arcada / O vento soprando teus poemas. E a noite silenciosa será sempre tua / Emily Emily / Paris, set. 1958. / 183       ",,,,,,
poema_110,185,"  Ensaio de oração para minha / DENISE, / no seu um e meio aniversário / Senhor, Tua branca espada não deixará / Que penetrem em meu pequeno / Coração: o egoísmo, a vaidade, a / Desconfiança e os males… / A luz refletida de / Tuas coisas me iluminará na estrada real / Distanciando-me da treva / Ao lado dos outros nas lutas / Seja eu areia macia que não incomoda / Que meu olhar atravesse o opaco e perceba / A erva de Deus não a esmagando / Sob meus pés. / Dai-me muito amor. Eu o distribuirei / Nas filas intermináveis / Se esta prece ouvires forte serei / E diariamente a farei / Meditando-a com meus / Atos de cada instante / Caminharei iluminado, sem me / Perder na escuridão. / Amém. / Paris, 6 nov., 1961",Denise com carneiro branco,1961,Pintura a óleo/madeira,"Rio de Janeiro, RJ",61 × 50 cm,Coleção particular
poema_0188,186,  Foto de Denise e / Portinari (acervo) / 186                                                                       ,,,,,,
poema_0189,187,"  Notas    das  organizadoras / A poesia está em tudo — tanto nos / amores quanto nos chinelos, / tanto nas coisas lógicas / como nas disparatadas. / Manuel Bandeira / Bem maior foi meu mundo no / Povoado, e mais misterioso também / Nossa banda de música, com tampas / De panelas, e flautas de bambu [...] / Portinari / Ao prepararmos a nova edição deste livro, nós, organizadoras, tínhamos / um ponto de partida claro: o fato de todos conhecerem o Portinari pintor / e pouquíssimos saberem da existência ou terem tido contato com o / Portinari poeta. Nosso desafio era, então, o de apresentarmos sua face / de poeta, sem deixar que o pintor se sobrepusesse a ela. E permitir que / o leitor pudesse criar, assim, caminhos para comparar, unir ou fazer / com que um adentrasse o outro. / Ora, um artista, mais do que a forma de expressão de que se vale — pintura, / escultura, literatura etc. —, é o universo que carrega, exprime e retrata. / E o universo imagético de Portinari se equivale na pintura e na poesia. / Em ambas estão representadas as temáticas da memória (a infânc ia), da / cultura (o folclore) e da preocupação humanística. Portinari é um homem / do seu tempo, mas que não se encerra nele. Ao contrário. Transcende-o. / Há muito de sublime na sua sutil simplicidade ao trazer os contextos / cotidianos do homem da terra, do homem simples, dos retirantes, da / gente que o habitava em suas andanças de memória. / Foi essa confluência de imagem e palavra que nos levou a não seguir a / determinação do próprio autor e, então, incluir pinturas no livro. Sim, as / edições anteriores, publicadas pela Editora e Livraria José Olympio, em / 1964, e pela Editora Callis, em 1990, não incluíam ilustrações. Portinari / não queria “explorar a fama do pintor em benefício do poeta”, conforme / Callado destaca em seu texto de apresentação. Assim, pedimos licença / para subverter, com todo zelo, essa recomendação, pois os poemas são / 187      ",,,,,,
poema_0191,189,"  tempo dos relógios, ao eterno retorno a Eros e Thanatos, entre o amor e / a morte. Os poemas de Portinari são vazados de lirismo e versam entre a / memória e a coragem da passagem, da árdua travessia. Em sua busca, / o poeta pensa a nudez das imagens, mas, nelas, se encarna retornando a / palavra à flor da pele do leitor. / Letícia Ferro1 / Patrícia Porto2 / Suely Avellar3 / 1 Crítica literária e pesquisadora. Mestre e doutora em Letras e Linguística, na área de / Estudos Literários, pela Universidade Federal de Goiás. / 2 Professora e Escritora. Doutora em Políticas Públicas, mestre em Educação, especialista / em Alfabetização e licenciada em Letras pela Universidade Federal Fluminense. / 3 Professora. Licenciada em Artes Visuais pela Universidade Metodista Bennett. / É coordenadora do Núcleo de Arte Educação e Inclusão Social do Projeto Portinari. / 189       ",,,,,,
